"";"ID";"longitude";"latitude";"Date";"Captured Mosquitoes"
"82";"1.PG";9,832;53,468;"2021-09-06";18
"83";"1.PG";9,832;53,468;"2021-09-07";26
"84";"1.PG";9,832;53,468;"2021-09-08";27
"85";"1.PG";9,832;53,468;"2021-09-12";23
"86";"1.PG";9,832;53,468;"2021-09-13";26
"87";"1.PG";9,832;53,468;"2021-09-14";21
"88";"1.PG";9,832;53,468;"2021-09-15";26
"89";"1.PG";9,832;53,468;"2021-09-16";12
"90";"1.PG";9,832;53,468;"2021-09-18";40
"91";"1.PG";9,832;53,468;"2021-09-19";14
"92";"1.PG";9,832;53,468;"2021-09-20";41,5
"93";"1.PG";9,832;53,468;"2021-09-23";37
"94";"1.PG";9,832;53,468;"2021-09-24";7
"95";"1.PG";9,832;53,468;"2021-09-25";36
"96";"1.PG";9,832;53,468;"2021-09-27";14,5
"97";"1.PG";9,832;53,468;"2021-10-01";22,6666666666667
"98";"1.PG";9,832;53,468;"2021-10-04";10,8888888888889
"99";"1.PG";9,832;53,468;"2021-10-13";7,83333333333334
"100";"1.PG";9,832;53,468;"2023-04-07";0,285714285714286
"101";"1.PG";9,832;53,468;"2023-04-15";1
"102";"1.PG";9,832;53,468;"2023-04-17";1
"103";"1.PG";9,832;53,468;"2023-04-19";1
"104";"1.PG";9,832;53,468;"2023-04-22";2
"105";"1.PG";9,832;53,468;"2023-04-23";1
"106";"1.PG";9,832;53,468;"2023-05-05";0,25
"107";"1.PG";9,832;53,468;"2023-05-09";1
"108";"1.PG";9,832;53,468;"2023-05-10";1
"109";"1.PG";9,832;53,468;"2023-09-02";14,4
"110";"1.PG";9,832;53,468;"2023-09-06";15
"111";"1.PG";9,832;53,468;"2023-09-07";20
"112";"1.PG";9,832;53,468;"2023-09-08";61
"113";"1.PR";9,831;53,468;"2021-05-09";0
"114";"1.PR";9,831;53,468;"2021-05-10";0
"115";"1.PR";9,831;53,468;"2021-05-11";0
"116";"1.PR";9,831;53,468;"2021-05-12";0
"117";"1.PR";9,831;53,468;"2021-05-13";0
"118";"1.PR";9,831;53,468;"2021-05-14";0
"119";"1.PR";9,831;53,468;"2021-05-15";0
"120";"1.PR";9,831;53,468;"2021-05-16";0
"121";"1.PR";9,831;53,468;"2021-05-17";0,142857142857143
"122";"1.PR";9,831;53,468;"2021-05-24";0
"123";"1.PR";9,831;53,468;"2021-05-26";0
"124";"1.PR";9,831;53,468;"2021-05-27";0
"125";"1.PR";9,831;53,468;"2021-05-28";0
"126";"1.PR";9,831;53,468;"2021-05-29";0
"127";"1.PR";9,831;53,468;"2021-05-30";0
"128";"1.PR";9,831;53,468;"2021-06-09";0
"129";"1.PR";9,831;53,468;"2021-06-13";0
"130";"1.PR";9,831;53,468;"2021-06-14";1
"131";"1.PR";9,831;53,468;"2021-06-15";1
"132";"1.PR";9,831;53,468;"2021-06-17";2
"133";"1.PR";9,831;53,468;"2021-06-18";1
"134";"1.PR";9,831;53,468;"2021-06-19";2
"135";"1.PR";9,831;53,468;"2021-06-21";3
"136";"1.PR";9,831;53,468;"2021-06-22";1
"137";"1.PR";9,831;53,468;"2021-06-25";0,5
"138";"1.PR";9,831;53,468;"2021-06-27";2
"139";"1.PR";9,831;53,468;"2021-07-04";11
"140";"1.PR";9,831;53,468;"2021-07-05";6
"141";"1.PR";9,831;53,468;"2021-07-06";9
"142";"1.PR";9,831;53,468;"2021-07-07";6
"143";"1.PR";9,831;53,468;"2021-07-08";1
"144";"1.PR";9,831;53,468;"2021-07-09";7
"145";"1.PR";9,831;53,468;"2021-07-11";14
"146";"1.PR";9,831;53,468;"2021-07-12";6
"147";"1.PR";9,831;53,468;"2021-07-13";13
"148";"1.PR";9,831;53,468;"2021-07-14";14
"149";"1.PR";9,831;53,468;"2021-07-15";7
"150";"1.PR";9,831;53,468;"2021-07-16";2
"151";"1.PR";9,831;53,468;"2021-07-17";9,75
"152";"1.PR";9,831;53,468;"2021-07-21";7
"153";"1.PR";9,831;53,468;"2021-07-22";12
"154";"1.PR";9,831;53,468;"2021-07-23";67
"155";"1.PR";9,831;53,468;"2021-07-24";9
"156";"1.PR";9,831;53,468;"2021-07-25";19
"157";"1.PR";9,831;53,468;"2021-07-26";9
"158";"1.PR";9,831;53,468;"2021-07-27";4
"159";"1.PR";9,831;53,468;"2021-07-28";9
"160";"1.PR";9,831;53,468;"2021-07-30";5
"161";"1.PR";9,831;53,468;"2021-07-31";7,5
"162";"1.PR";9,831;53,468;"2021-08-02";8
"163";"1.PR";9,831;53,468;"2021-08-03";5
"164";"1.PR";9,831;53,468;"2021-08-04";6
"165";"1.PR";9,831;53,468;"2021-08-05";7
"166";"1.PR";9,831;53,468;"2021-08-06";4
"167";"1.PR";9,831;53,468;"2021-08-07";8
"168";"1.PR";9,831;53,468;"2021-08-08";2
"169";"1.PR";9,831;53,468;"2021-08-09";7
"170";"1.PR";9,831;53,468;"2021-08-10";5
"171";"1.PR";9,831;53,468;"2021-08-11";3
"172";"1.PR";9,831;53,468;"2021-08-12";4
"173";"1.PR";9,831;53,468;"2021-08-13";9
"174";"1.PR";9,831;53,468;"2021-08-14";5
"175";"1.PR";9,831;53,468;"2021-08-15";5
"176";"1.PR";9,831;53,468;"2021-08-16";4
"177";"1.PR";9,831;53,468;"2021-08-17";0
"178";"1.PR";9,831;53,468;"2021-08-18";11
"179";"1.PR";9,831;53,468;"2021-08-19";4
"180";"1.PR";9,831;53,468;"2021-08-20";6
"181";"1.PR";9,831;53,468;"2021-08-21";3
"182";"1.PR";9,831;53,468;"2021-08-22";10
"183";"1.PR";9,831;53,468;"2021-08-23";4
"184";"1.PR";9,831;53,468;"2021-08-24";5
"185";"1.PR";9,831;53,468;"2021-08-25";2
"186";"1.PR";9,831;53,468;"2021-08-26";3
"187";"1.PR";9,831;53,468;"2021-08-27";2
"188";"1.PR";9,831;53,468;"2021-08-28";10
"189";"1.PR";9,831;53,468;"2021-08-29";1
"190";"1.PR";9,831;53,468;"2021-08-30";1
"191";"1.PR";9,831;53,468;"2021-08-31";0
"192";"1.PR";9,831;53,468;"2021-09-01";4
"193";"1.PR";9,831;53,468;"2021-09-02";8
"194";"1.PR";9,831;53,468;"2021-09-04";2
"195";"1.PR";9,831;53,468;"2021-09-05";3
"196";"1.PR";9,831;53,468;"2021-09-06";6
"197";"1.PR";9,831;53,468;"2021-09-07";16
"198";"1.PR";9,831;53,468;"2021-09-08";7,75
"199";"1.PR";9,831;53,468;"2021-09-12";4
"200";"1.PR";9,831;53,468;"2021-09-13";9
"201";"1.PR";9,831;53,468;"2021-09-14";12
"202";"1.PR";9,831;53,468;"2021-09-15";8
"203";"1.PR";9,831;53,468;"2021-09-16";13,5
"204";"1.PR";9,831;53,468;"2021-09-18";18
"205";"1.PR";9,831;53,468;"2021-09-19";1
"206";"1.PR";9,831;53,468;"2021-09-23";8
"207";"1.PR";9,831;53,468;"2021-09-24";1
"208";"1.PR";9,831;53,468;"2021-09-27";13,75
"209";"1.PR";9,831;53,468;"2021-10-01";9,66666666666667
"210";"1.PR";9,831;53,468;"2021-10-04";8,33333333333334
"211";"1.PR";9,831;53,468;"2021-10-13";5
"212";"10.PG";10,995;49,455;"2021-04-22";0
"213";"10.PG";10,995;49,455;"2021-04-23";1
"214";"10.PG";10,995;49,455;"2021-04-25";0
"215";"10.PG";10,995;49,455;"2021-04-26";0
"216";"10.PG";10,995;49,455;"2021-04-27";0
"217";"10.PG";10,995;49,455;"2021-04-28";0
"218";"10.PG";10,995;49,455;"2021-04-29";0
"219";"10.PG";10,995;49,455;"2021-04-30";0
"220";"10.PG";10,995;49,455;"2021-05-01";0
"221";"10.PG";10,995;49,455;"2021-05-02";0
"222";"10.PG";10,995;49,455;"2021-05-03";0
"223";"10.PG";10,995;49,455;"2021-05-04";0
"224";"10.PG";10,995;49,455;"2021-05-05";0
"225";"10.PG";10,995;49,455;"2021-05-06";0
"226";"10.PG";10,995;49,455;"2021-05-07";0
"227";"10.PG";10,995;49,455;"2021-05-10";0
"228";"10.PG";10,995;49,455;"2021-05-12";0
"229";"10.PG";10,995;49,455;"2021-05-13";0
"230";"10.PG";10,995;49,455;"2021-05-14";0
"231";"10.PG";10,995;49,455;"2021-05-15";1
"232";"10.PG";10,995;49,455;"2021-05-16";0
"233";"10.PG";10,995;49,455;"2021-05-17";0
"234";"10.PG";10,995;49,455;"2021-05-18";0
"235";"10.PG";10,995;49,455;"2021-05-19";0
"236";"10.PG";10,995;49,455;"2021-05-20";0
"237";"10.PG";10,995;49,455;"2021-05-21";0
"238";"10.PG";10,995;49,455;"2021-05-22";0
"239";"10.PG";10,995;49,455;"2021-05-23";0
"240";"10.PG";10,995;49,455;"2021-05-24";0
"241";"10.PG";10,995;49,455;"2021-05-29";0
"242";"10.PG";10,995;49,455;"2021-05-30";1
"243";"10.PG";10,995;49,455;"2021-05-31";0
"244";"10.PG";10,995;49,455;"2021-06-01";0
"245";"10.PG";10,995;49,455;"2021-06-02";0
"246";"10.PG";10,995;49,455;"2021-06-03";0
"247";"10.PG";10,995;49,455;"2021-06-04";0
"248";"10.PG";10,995;49,455;"2021-06-05";0
"249";"10.PG";10,995;49,455;"2021-06-06";0
"250";"10.PG";10,995;49,455;"2021-06-10";0
"251";"10.PG";10,995;49,455;"2021-06-11";1
"252";"10.PG";10,995;49,455;"2021-06-12";0
"253";"10.PG";10,995;49,455;"2021-06-14";0
"254";"10.PG";10,995;49,455;"2021-06-15";0
"255";"10.PG";10,995;49,455;"2021-06-18";2
"256";"10.PG";10,995;49,455;"2021-06-19";1
"257";"10.PG";10,995;49,455;"2021-06-20";0
"258";"10.PG";10,995;49,455;"2021-06-21";0
"259";"10.PG";10,995;49,455;"2021-06-22";1
"260";"10.PG";10,995;49,455;"2021-06-24";1
"261";"10.PG";10,995;49,455;"2021-06-25";0
"262";"10.PG";10,995;49,455;"2021-06-30";1
"263";"10.PG";10,995;49,455;"2021-07-02";1
"264";"10.PG";10,995;49,455;"2021-07-03";2
"265";"10.PG";10,995;49,455;"2021-07-04";0
"266";"10.PG";10,995;49,455;"2021-07-05";1
"267";"10.PG";10,995;49,455;"2021-07-06";2
"268";"10.PG";10,995;49,455;"2021-07-07";1
"269";"10.PG";10,995;49,455;"2021-07-09";1
"270";"10.PG";10,995;49,455;"2021-07-13";3
"271";"10.PG";10,995;49,455;"2021-07-16";3
"272";"10.PG";10,995;49,455;"2021-07-17";2
"273";"10.PG";10,995;49,455;"2021-07-18";5
"274";"10.PG";10,995;49,455;"2021-07-19";6
"275";"10.PG";10,995;49,455;"2021-07-20";13
"276";"10.PG";10,995;49,455;"2021-07-21";4
"277";"10.PG";10,995;49,455;"2021-07-22";6
"278";"10.PG";10,995;49,455;"2021-07-23";1
"279";"10.PG";10,995;49,455;"2021-07-24";2
"280";"10.PG";10,995;49,455;"2021-07-25";3
"281";"10.PG";10,995;49,455;"2021-07-27";29
"282";"10.PG";10,995;49,455;"2021-07-28";17
"283";"10.PG";10,995;49,455;"2021-07-29";4
"284";"10.PG";10,995;49,455;"2021-07-30";19
"285";"10.PG";10,995;49,455;"2021-07-31";60
"286";"10.PG";10,995;49,455;"2021-08-01";27
"287";"10.PG";10,995;49,455;"2021-08-02";10
"288";"10.PG";10,995;49,455;"2021-08-03";27
"289";"10.PG";10,995;49,455;"2021-08-04";36
"290";"10.PG";10,995;49,455;"2021-08-05";36
"291";"10.PG";10,995;49,455;"2021-08-06";1
"292";"10.PG";10,995;49,455;"2021-08-07";20
"293";"10.PG";10,995;49,455;"2021-08-08";10
"294";"10.PG";10,995;49,455;"2021-08-09";16
"295";"10.PG";10,995;49,455;"2021-08-11";17
"296";"10.PG";10,995;49,455;"2021-08-13";18
"297";"10.PG";10,995;49,455;"2021-08-14";5
"298";"10.PG";10,995;49,455;"2021-08-15";13
"299";"10.PG";10,995;49,455;"2021-08-16";4
"300";"10.PG";10,995;49,455;"2021-08-17";16,8571428571429
"301";"10.PG";10,995;49,455;"2021-08-24";2
"302";"10.PG";10,995;49,455;"2021-08-25";6
"303";"10.PG";10,995;49,455;"2021-08-26";6
"304";"10.PG";10,995;49,455;"2021-08-27";2
"305";"10.PG";10,995;49,455;"2021-08-28";4
"306";"10.PG";10,995;49,455;"2021-08-29";2
"307";"10.PG";10,995;49,455;"2021-08-30";1
"308";"10.PG";10,995;49,455;"2021-08-31";2
"309";"10.PG";10,995;49,455;"2021-09-01";1
"310";"10.PG";10,995;49,455;"2021-09-02";4
"311";"10.PG";10,995;49,455;"2021-09-03";6
"312";"10.PG";10,995;49,455;"2021-09-04";13
"313";"10.PG";10,995;49,455;"2021-09-05";4
"314";"10.PG";10,995;49,455;"2021-09-06";2
"315";"10.PG";10,995;49,455;"2021-09-07";7
"316";"10.PG";10,995;49,455;"2021-09-08";2,5
"317";"10.PG";10,995;49,455;"2021-09-10";4
"318";"10.PG";10,995;49,455;"2021-09-11";1
"319";"10.PG";10,995;49,455;"2021-09-12";2
"320";"10.PG";10,995;49,455;"2021-09-13";2
"321";"10.PG";10,995;49,455;"2021-09-14";4
"322";"10.PG";10,995;49,455;"2021-09-15";4
"323";"10.PG";10,995;49,455;"2021-09-16";2
"324";"10.PG";10,995;49,455;"2021-09-17";0
"325";"10.PG";10,995;49,455;"2021-09-18";2
"326";"10.PG";10,995;49,455;"2021-09-19";4
"327";"10.PG";10,995;49,455;"2021-09-21";2
"328";"10.PG";10,995;49,455;"2021-09-22";3
"329";"10.PG";10,995;49,455;"2021-09-23";7
"330";"10.PG";10,995;49,455;"2021-09-24";2
"331";"10.PG";10,995;49,455;"2021-09-26";1
"332";"10.PG";10,995;49,455;"2021-09-27";3
"333";"10.PG";10,995;49,455;"2021-09-28";0
"334";"10.PG";10,995;49,455;"2021-09-29";2
"335";"10.PG";10,995;49,455;"2021-09-30";2
"336";"10.PG";10,995;49,455;"2021-10-01";2
"337";"10.PG";10,995;49,455;"2021-10-02";2
"338";"10.PG";10,995;49,455;"2021-10-03";6
"339";"10.PG";10,995;49,455;"2021-10-04";6
"340";"10.PG";10,995;49,455;"2021-10-06";1
"341";"10.PG";10,995;49,455;"2021-10-07";2
"342";"10.PG";10,995;49,455;"2021-10-08";4
"343";"10.PG";10,995;49,455;"2021-10-09";3
"344";"10.PG";10,995;49,455;"2021-10-10";2
"345";"10.PG";10,995;49,455;"2021-10-11";2
"346";"10.PG";10,995;49,455;"2021-10-12";3
"347";"10.PG";10,995;49,455;"2021-10-13";1
"348";"10.PG";10,995;49,455;"2021-10-16";7
"349";"10.PG";10,995;49,455;"2021-10-17";2
"350";"10.PG";10,995;49,455;"2021-10-18";4
"351";"10.PG";10,995;49,455;"2021-10-20";10
"352";"10.PG";10,995;49,455;"2021-10-21";5
"353";"10.PG";10,995;49,455;"2021-10-22";2
"354";"10.SE";10,995;49,455;"2022-04-26";13,5
"355";"10.SE";10,995;49,455;"2022-05-03";2
"356";"10.SE";10,995;49,455;"2022-05-10";2
"357";"10.SE";10,995;49,455;"2022-05-17";10
"358";"10.SE";10,995;49,455;"2022-05-24";6
"359";"10.SE";10,995;49,455;"2022-05-31";25
"360";"10.SE";10,995;49,455;"2022-06-07";34
"361";"10.SE";10,995;49,455;"2022-06-14";49
"362";"10.SE";10,995;49,455;"2022-06-21";45
"363";"10.SE";10,995;49,455;"2022-06-28";122
"364";"10.SE";10,995;49,455;"2022-07-05";123
"365";"10.SE";10,995;49,455;"2022-07-12";155
"366";"10.SE";10,995;49,455;"2022-07-19";158
"367";"10.SE";10,995;49,455;"2022-08-02";220
"368";"10.SE";10,995;49,455;"2022-08-09";129
"369";"10.SE";10,995;49,455;"2022-08-12";20
"370";"10.SE";10,995;49,455;"2022-08-16";8,16666666666667
"371";"10.SE";10,995;49,455;"2022-08-17";16
"372";"10.SE";10,995;49,455;"2022-08-23";12,3333333333333
"373";"10.SE";10,995;49,455;"2022-08-30";0,5
"374";"10.SE";10,995;49,455;"2022-08-31";9
"375";"10.SE";10,995;49,455;"2022-09-06";4,33333333333333
"376";"10.SE";10,995;49,455;"2022-09-13";1
"377";"10.SE";10,995;49,455;"2022-09-16";1
"378";"10.SE";10,995;49,455;"2022-09-20";1,66666666666667
"379";"10.SE";10,995;49,455;"2022-09-21";0
"380";"10.SE";10,995;49,455;"2022-09-27";0,833333333333333
"381";"10.SE";10,995;49,455;"2023-04-24";0
"382";"10.SE";10,995;49,455;"2023-05-02";1
"383";"10.SE";10,995;49,455;"2023-05-09";1
"384";"10.SE";10,995;49,455;"2023-05-15";0
"385";"10.SE";10,995;49,455;"2023-05-22";1
"386";"10.SE";10,995;49,455;"2023-05-29";2
"387";"10.SE";10,995;49,455;"2023-06-05";6
"388";"10.SE";10,995;49,455;"2023-06-06";5
"389";"10.SE";10,995;49,455;"2023-06-12";19
"390";"10.SE";10,995;49,455;"2023-06-13";14,6666666666667
"391";"10.SE";10,995;49,455;"2023-06-19";20
"392";"10.SE";10,995;49,455;"2023-06-20";19,1666666666667
"393";"10.SE";10,995;49,455;"2023-06-26";35
"394";"10.SE";10,995;49,455;"2023-06-27";24
"395";"10.SE";10,995;49,455;"2023-07-03";60
"396";"10.SE";10,995;49,455;"2023-07-04";72,0000000000001
"397";"10.SE";10,995;49,455;"2023-07-10";82
"398";"10.SE";10,995;49,455;"2023-07-11";70,3333333333334
"399";"10.SE";10,995;49,455;"2023-07-17";92
"400";"10.SE";10,995;49,455;"2023-07-18";82,8333333333334
"401";"10.SE";10,995;49,455;"2023-07-25";96,5000000000001
"402";"10.SE";10,995;49,455;"2023-07-31";102
"403";"10.SE";10,995;49,455;"2023-08-01";29,9230769230769
"404";"10.SE";10,995;49,455;"2023-08-14";24
"405";"10.SE";10,995;49,455;"2023-08-15";1
"406";"10.SE";10,995;49,455;"2023-08-21";20
"407";"10.SE";10,995;49,455;"2023-08-22";35,3333333333334
"408";"10.SE";10,995;49,455;"2023-08-28";11
"409";"10.SE";10,995;49,455;"2023-08-29";10,3333333333333
"410";"10.SE";10,995;49,455;"2023-09-04";7
"411";"10.SE";10,995;49,455;"2023-09-05";6
"412";"10.SE";10,995;49,455;"2023-09-11";2
"413";"10.SE";10,995;49,455;"2023-09-12";52
"414";"10.SE";10,995;49,455;"2023-09-18";4
"415";"10.SE";10,995;49,455;"2023-09-19";3,33333333333333
"416";"10.SE";10,995;49,455;"2023-09-25";5
"417";"10.SE";10,995;49,455;"2023-09-26";2,5
"418";"10.SE";10,995;49,455;"2023-10-02";4
"419";"10.SE";10,995;49,455;"2023-10-03";3,16666666666667
"420";"10.SE";10,995;49,455;"2023-10-09";1
"421";"10.SE";10,995;49,455;"2023-10-10";5
"422";"10.SE";10,995;49,455;"2023-10-16";1
"423";"10.SE";10,995;49,455;"2023-10-17";1
"424";"11.PG";8,089;49,195;"2022-04-28";0
"425";"11.PG";8,089;49,195;"2022-05-04";0
"426";"11.PG";8,089;49,195;"2022-05-10";0
"427";"11.PG";8,089;49,195;"2022-05-18";4
"428";"11.PG";8,089;49,195;"2022-05-24";0,5
"429";"11.PG";8,089;49,195;"2022-05-31";1
"430";"11.PG";8,089;49,195;"2022-06-01";0,5
"431";"11.PG";8,089;49,195;"2022-06-08";0,5
"432";"11.PG";8,089;49,195;"2022-06-14";5
"433";"11.PG";8,089;49,195;"2022-06-22";1
"434";"11.PG";8,089;49,195;"2022-06-30";8
"435";"11.PG";8,089;49,195;"2022-07-06";1
"436";"11.PG";8,089;49,195;"2022-07-13";2
"437";"11.PG";8,089;49,195;"2022-07-14";2
"438";"11.PG";8,089;49,195;"2022-07-19";6
"439";"11.PG";8,089;49,195;"2022-07-27";0
"440";"11.PG";8,089;49,195;"2022-08-06";0
"441";"11.PG";8,089;49,195;"2023-05-04";0
"442";"11.PG";8,089;49,195;"2023-05-31";6
"443";"11.PG";8,089;49,195;"2023-06-08";3
"444";"11.PG";8,089;49,195;"2023-06-13";1
"445";"11.PG";8,089;49,195;"2023-06-21";8
"446";"11.PG";8,089;49,195;"2023-06-29";2
"447";"11.PG";8,089;49,195;"2023-07-08";6
"448";"11.PG";8,089;49,195;"2023-07-13";3
"449";"11.PG";8,089;49,195;"2023-07-19";5
"450";"11.PG";8,089;49,195;"2023-07-26";3
"451";"11.PG";8,089;49,195;"2023-08-04";4
"452";"11.PG";8,089;49,195;"2023-08-14";9
"453";"11.PG";8,089;49,195;"2023-08-15";3
"454";"11.PG";8,089;49,195;"2023-08-22";4
"455";"11.PG";8,089;49,195;"2023-09-01";6
"456";"11.PG";8,089;49,195;"2023-09-07";5
"457";"11.PG";8,089;49,195;"2023-09-24";3
"458";"11.PG";8,089;49,195;"2023-09-28";5
"459";"11.PG";8,089;49,195;"2023-10-07";0
"460";"11.PG";8,089;49,195;"2021-04-28";0
"461";"11.PG";8,089;49,195;"2021-05-05";0
"462";"11.PG";8,089;49,195;"2021-05-12";0
"463";"11.PG";8,089;49,195;"2021-05-21";0
"464";"11.PG";8,089;49,195;"2021-05-27";0
"465";"11.PG";8,089;49,195;"2021-06-23";1
"466";"11.PG";8,089;49,195;"2021-07-02";1
"467";"11.PG";8,089;49,195;"2021-07-08";1
"468";"11.PG";8,089;49,195;"2021-07-16";22
"469";"11.PG";8,089;49,195;"2021-08-02";2
"470";"11.PG";8,089;49,195;"2021-08-03";3
"471";"11.PG";8,089;49,195;"2021-08-07";44
"472";"11.PG";8,089;49,195;"2021-08-12";1
"473";"11.PG";8,089;49,195;"2021-08-17";0
"474";"11.PG";8,089;49,195;"2021-08-24";1
"475";"11.PG";8,089;49,195;"2021-09-03";2
"476";"11.PG";8,089;49,195;"2021-09-09";2
"477";"11.PG";8,089;49,195;"2021-09-19";1
"478";"11.PG";8,089;49,195;"2021-10-01";6
"479";"11.PG";8,089;49,195;"2021-10-08";1
"480";"11.PR";8,089;49,195;"2021-04-28";0
"481";"11.PR";8,089;49,195;"2021-05-05";0
"482";"11.PR";8,089;49,195;"2021-05-12";0
"483";"11.PR";8,089;49,195;"2021-06-16";0
"484";"11.PR";8,089;49,195;"2021-07-02";13
"485";"11.PR";8,089;49,195;"2021-07-08";2
"486";"11.PR";8,089;49,195;"2021-07-21";3
"487";"11.PR";8,089;49,195;"2021-08-03";25
"488";"11.PR";8,089;49,195;"2021-08-07";140
"489";"11.PR";8,089;49,195;"2021-08-12";214
"490";"11.PR";8,089;49,195;"2021-08-17";30
"491";"11.PR";8,089;49,195;"2021-08-25";4
"492";"11.PR";8,089;49,195;"2021-09-04";1
"493";"11.PR";8,089;49,195;"2021-09-09";5
"494";"11.PR";8,089;49,195;"2021-09-19";6
"495";"11.PR";8,089;49,195;"2021-09-23";3
"496";"11.PR";8,089;49,195;"2021-09-24";3
"497";"11.PR";8,089;49,195;"2021-10-01";13
"498";"11.PR";8,089;49,195;"2021-10-08";0
"499";"11.PR";8,089;49,195;"2021-10-17";1
"510";"13.PG";12,068;51,713;"2023-04-13";0
"511";"13.PG";12,068;51,713;"2023-04-20";0
"512";"13.PG";12,068;51,713;"2023-04-27";0
"513";"13.PG";12,068;51,713;"2023-05-11";1
"514";"13.PG";12,068;51,713;"2023-05-19";0
"515";"13.PG";12,068;51,713;"2023-05-25";3
"516";"13.PG";12,068;51,713;"2023-06-01";1
"517";"13.PG";12,068;51,713;"2023-06-08";25
"518";"13.PG";12,068;51,713;"2023-06-15";6
